version,hemi,subject_id,pair,measure,value
v2.0.0,R,HC056,ses-01_ses-02,consistency,0.9990400810945016
v2.0.0,R,HC062,ses-01_ses-02,consistency,0.9932791159987137
v2.0.0,R,HC063,ses-01_ses-02,consistency,0.9919040118010864
v2.0.0,R,HC065,ses-01_ses-02,consistency,0.9928077597319882
v2.0.0,R,HC067,ses-01_ses-02,consistency,0.9986834345571154
v2.0.0,R,HC068,ses-01_ses-02,consistency,0.9986122604997681
v2.0.0,R,HC069,ses-01_ses-02,consistency,0.9951326826795782
v2.0.0,R,HC071,ses-01_ses-02,consistency,0.9979486981624219
v2.0.0,R,HC072,ses-01_ses-02,consistency,0.998763426577374
v2.0.0,R,HC076,ses-01_ses-02,consistency,0.998305965672986
v2.0.0,R,HC077,ses-01_ses-02,consistency,0.997887698689842
v2.0.0,R,HC079,ses-01_ses-02,consistency,0.9983638192149068
v2.0.0,R,HC080,ses-01_ses-02,consistency,0.9974289081422819
v2.0.0,R,HC081,ses-01_ses-02,consistency,0.9862312431803592
v2.0.0,R,HC082,ses-01_ses-02,consistency,0.999086882890163
v2.0.0,R,HC083,ses-01_ses-02,consistency,0.9982004140667475
v2.0.0,R,HC085,ses-01_ses-02,consistency,0.9944245683400451
v2.0.0,R,HC087,ses-01_ses-02,consistency,0.998508698758395
v2.0.0,R,HC088,ses-01_ses-02,consistency,0.9938060777769355
v2.0.0,R,HC091,ses-01_ses-02,consistency,0.9947318306108387
v2.0.0,R,HC092,ses-01_ses-02,consistency,0.9986186000330872
v2.0.0,R,HC093,ses-01_ses-02,consistency,0.9968450954197471
v2.0.0,R,HC108,ses-01_ses-02,consistency,0.992392849134323
v2.0.0,R,HC117,ses-01_ses-02,consistency,0.9976090573887767
v2.0.0,R,HC118,ses-01_ses-02,consistency,0.9992775652771466
v2.0.0,R,HC120,ses-01_ses-02,consistency,0.9992074131701519
v2.0.0,R,HC126,ses-01_ses-02,consistency,0.9985168794800142
v2.0.0,R,HC130,ses-01_ses-02,consistency,0.9987445411118068
v2.0.0,R,HC131,ses-01_ses-02,consistency,0.9966778863282735
v2.0.0,R,HC135,ses-01_ses-02,consistency,0.9984912447239925
v2.0.0,R,HC136,ses-01_ses-02,consistency,0.9981600149787078
v1.5.1,L,HC001,ses-01_ses-02,identifiability,0.016849706433069836
v1.5.1,L,HC005,ses-01_ses-02,identifiability,0.019652377656986637
v1.5.1,L,HC009,ses-01_ses-02,identifiability,0.012173165799190424
v1.5.1,L,HC010,ses-01_ses-02,identifiability,0.016239091902258564
v1.5.1,L,HC012,ses-01_ses-02,identifiability,0.019777751749015846
v1.5.1,L,HC016,ses-01_ses-02,identifiability,0.0038365775173052332
v1.5.1,L,HC017,ses-01_ses-02,identifiability,0.01579946064644637
v1.5.1,L,HC025,ses-01_ses-02,identifiability,0.0029132210301545712
v1.5.1,L,HC027,ses-01_ses-02,identifiability,0.019436147565413127
v1.5.1,L,HC029,ses-01_ses-02,identifiability,0.013433128099073148
v1.5.1,L,HC032,ses-01_ses-02,identifiability,0.006769747257681555
v1.5.1,L,HC036,ses-01_ses-02,identifiability,0.020712059851757118
v1.5.1,L,HC040,ses-01_ses-02,identifiability,0.01118879678830275
v1.5.1,L,HC044,ses-01_ses-02,identifiability,0.019317621436897935
v1.5.1,L,HC046,ses-01_ses-02,identifiability,0.0013539891204249503
v1.5.1,L,HC052,ses-01_ses-02,identifiability,-0.00277829540401287
v1.5.1,L,HC053,ses-01_ses-02,identifiability,0.027538477199644685
v1.5.1,L,HC054,ses-01_ses-02,identifiability,0.024794455825357838
v1.5.1,L,HC055,ses-01_ses-02,identifiability,0.007733590168215355
v1.5.1,L,HC056,ses-01_ses-02,identifiability,0.01750757568826342
v1.5.1,L,HC062,ses-01_ses-02,identifiability,0.007567421633903793
v1.5.1,L,HC063,ses-01_ses-02,identifiability,0.015776528160815477
v1.5.1,L,HC065,ses-01_ses-02,identifiability,0.0051915999739079914
v1.5.1,L,HC067,ses-01_ses-02,identifiability,0.017077892417547275
v1.5.1,L,HC068,ses-01_ses-02,identifiability,0.001649546683575173
v1.5.1,L,HC069,ses-01_ses-02,identifiability,0.028277080097772356
v1.5.1,L,HC071,ses-01_ses-02,identifiability,0.022105667377852516
v1.5.1,L,HC072,ses-01_ses-02,identifiability,0.008963161606998893
v1.5.1,L,HC076,ses-01_ses-02,identifiability,0.020063585932570977
v1.5.1,L,HC077,ses-01_ses-02,identifiability,0.009322321648139868
v1.5.1,L,HC079,ses-01_ses-02,identifiability,0.03950016347391672
v1.5.1,L,HC080,ses-01_ses-02,identifiability,0.015267195860418893
v1.5.1,L,HC081,ses-01_ses-02,identifiability,0.007801025470068677
v1.5.1,L,HC082,ses-01_ses-02,identifiability,0.0274540051543686
v1.5.1,L,HC083,ses-01_ses-02,identifiability,0.027703574867593873
v1.5.1,L,HC085,ses-01_ses-02,identifiability,0.024306490851837944
v1.5.1,L,HC087,ses-01_ses-02,identifiability,0.022765283573941066
v1.5.1,L,HC088,ses-01_ses-02,identifiability,0.03486030362779599
v1.5.1,L,HC091,ses-01_ses-02,identifiability,0.0212212488400321
v1.5.1,L,HC092,ses-01_ses-02,identifiability,0.02882345741306265
v1.5.1,L,HC093,ses-01_ses-02,identifiability,0.005726567860698488
v1.5.1,L,HC108,ses-01_ses-02,identifiability,0.008986754368911113
v1.5.1,L,HC117,ses-01_ses-02,identifiability,0.011638364202953987
v1.5.1,L,HC118,ses-01_ses-02,identifiability,0.016582075584115393
v1.5.1,L,HC120,ses-01_ses-02,identifiability,0.015270770405866671
v1.5.1,L,HC126,ses-01_ses-02,identifiability,0.01537457651983063
v1.5.1,L,HC130,ses-01_ses-02,identifiability,0.039284370049336104
v1.5.1,L,HC131,ses-01_ses-02,identifiability,0.024590663181603734
v1.5.1,L,HC135,ses-01_ses-02,identifiability,0.03320247455976574
v1.5.1,L,HC136,ses-01_ses-02,identifiability,0.014656198876935762
v1.5.1,R,HC001,ses-01_ses-02,identifiability,0.01703857180383451
v1.5.1,R,HC005,ses-01_ses-02,identifiability,0.018353350990216857
v1.5.1,R,HC009,ses-01_ses-02,identifiability,0.0064303481292261365
v1.5.1,R,HC010,ses-01_ses-02,identifiability,0.0076404988850390055
v1.5.1,R,HC012,ses-01_ses-02,identifiability,0.02568465489705804
v1.5.1,R,HC016,ses-01_ses-02,identifiability,0.01664594340983228
v1.5.1,R,HC017,ses-01_ses-02,identifiability,0.01647872941970236
v1.5.1,R,HC025,ses-01_ses-02,identifiability,0.01818399782565229
v1.5.1,R,HC027,ses-01_ses-02,identifiability,0.0006783105475981486
v1.5.1,R,HC029,ses-01_ses-02,identifiability,0.014287733924208028
v1.5.1,R,HC032,ses-01_ses-02,identifiability,-0.0031464374355629813
v1.5.1,R,HC036,ses-01_ses-02,identifiability,0.027755185416436307
v1.5.1,R,HC040,ses-01_ses-02,identifiability,0.010015912282063453
v1.5.1,R,HC044,ses-01_ses-02,identifiability,0.013716049856421475
v1.5.1,R,HC046,ses-01_ses-02,identifiability,0.024173233153525108
v1.5.1,R,HC052,ses-01_ses-02,identifiability,0.0001891784389128937
v1.5.1,R,HC053,ses-01_ses-02,identifiability,0.023875751644726887
v1.5.1,R,HC054,ses-01_ses-02,identifiability,0.021808692480121305
v1.5.1,R,HC055,ses-01_ses-02,identifiability,0.016839287557485445
v1.5.1,R,HC056,ses-01_ses-02,identifiability,0.035194475779830765
v1.5.1,R,HC062,ses-01_ses-02,identifiability,-0.004237127921252344
v1.5.1,R,HC063,ses-01_ses-02,identifiability,-0.011054591794385494
v1.5.1,R,HC065,ses-01_ses-02,identifiability,0.023021026690250784
v1.5.1,R,HC067,ses-01_ses-02,identifiability,0.02205619772027536
v1.5.1,R,HC068,ses-01_ses-02,identifiability,0.009232362406118633
v1.5.1,R,HC069,ses-01_ses-02,identifiability,0.04395440400868653
v1.5.1,R,HC071,ses-01_ses-02,identifiability,0.021102076075903125
v1.5.1,R,HC072,ses-01_ses-02,identifiability,0.009956921330233905
v1.5.1,R,HC076,ses-01_ses-02,identifiability,0.017627616450497343
v1.5.1,R,HC077,ses-01_ses-02,identifiability,0.024514464014310528
v1.5.1,R,HC079,ses-01_ses-02,identifiability,0.04562358695139245
v1.5.1,R,HC080,ses-01_ses-02,identifiability,0.016385507527610452
v1.5.1,R,HC081,ses-01_ses-02,identifiability,0.018479947779917523
v1.5.1,R,HC082,ses-01_ses-02,identifiability,0.0408525701823407
v1.5.1,R,HC083,ses-01_ses-02,identifiability,0.011898811268047281
v1.5.1,R,HC085,ses-01_ses-02,identifiability,0.022592386534874553
v1.5.1,R,HC087,ses-01_ses-02,identifiability,0.031079303052839544
v1.5.1,R,HC088,ses-01_ses-02,identifiability,0.02517787478387648
v1.5.1,R,HC091,ses-01_ses-02,identifiability,0.009412855898859778
v1.5.1,R,HC092,ses-01_ses-02,identifiability,0.023069368843255774
v1.5.1,R,HC093,ses-01_ses-02,identifiability,0.03778718618078702
v1.5.1,R,HC108,ses-01_ses-02,identifiability,0.015238247906839525
v1.5.1,R,HC117,ses-01_ses-02,identifiability,0.020218856041298604
v1.5.1,R,HC118,ses-01_ses-02,identifiability,0.017144204672719068
v1.5.1,R,HC120,ses-01_ses-02,identifiability,0.01741098031402611
v1.5.1,R,HC126,ses-01_ses-02,identifiability,0.01855956097645473
v1.5.1,R,HC130,ses-01_ses-02,identifiability,0.04388902024243291
v1.5.1,R,HC131,ses-01_ses-02,identifiability,0.021764951180992927
v1.5.1,R,HC135,ses-01_ses-02,identifiability,0.04214106487602001
v1.5.1,R,HC136,ses-01_ses-02,identifiability,0.014771934610872147
v2.0.0,L,HC001,ses-01_ses-02,identifiability,0.019067033663495866
v2.0.0,L,HC005,ses-01_ses-02,identifiability,0.01755754174107821
v2.0.0,L,HC009,ses-01_ses-02,identifiability,0.01519306667071245
v2.0.0,L,HC010,ses-01_ses-02,identifiability,0.016992820483616125
v2.0.0,L,HC012,ses-01_ses-02,identifiability,0.031210342305375574
v2.0.0,L,HC016,ses-01_ses-02,identifiability,0.01623269537882538
v2.0.0,L,HC017,ses-01_ses-02,identifiability,0.014219913997597306
v2.0.0,L,HC025,ses-01_ses-02,identifiability,0.023158333232530387
v2.0.0,L,HC027,ses-01_ses-02,identifiability,0.016566730191750815
v2.0.0,L,HC029,ses-01_ses-02,identifiability,0.010460967683357495
v2.0.0,L,HC032,ses-01_ses-02,identifiability,0.01862770771979907
v2.0.0,L,HC036,ses-01_ses-02,identifiability,0.021346238464432593
v2.0.0,L,HC040,ses-01_ses-02,identifiability,0.02243479356386831
v2.0.0,L,HC044,ses-01_ses-02,identifiability,0.018399184266027144
v2.0.0,L,HC046,ses-01_ses-02,identifiability,0.01815293752676905
v2.0.0,L,HC052,ses-01_ses-02,identifiability,0.017159072722673568
v2.0.0,L,HC053,ses-01_ses-02,identifiability,0.029058263621840715
v2.0.0,L,HC054,ses-01_ses-02,identifiability,0.025069502053450883
v2.0.0,L,HC055,ses-01_ses-02,identifiability,0.003841758888325111
v2.0.0,L,HC056,ses-01_ses-02,identifiability,0.04033735906084694
v2.0.0,L,HC062,ses-01_ses-02,identifiability,0.008850380319715289
v2.0.0,L,HC063,ses-01_ses-02,identifiability,0.012825873115555227
v2.0.0,L,HC065,ses-01_ses-02,identifiability,0.021959051654486278
v2.0.0,L,HC067,ses-01_ses-02,identifiability,0.019965581769614132
v2.0.0,L,HC068,ses-01_ses-02,identifiability,0.015502231333256756
v2.0.0,L,HC069,ses-01_ses-02,identifiability,0.03312312792288893
v2.0.0,L,HC071,ses-01_ses-02,identifiability,0.028685041633987045
v2.0.0,L,HC072,ses-01_ses-02,identifiability,0.013044113974317364
v2.0.0,L,HC076,ses-01_ses-02,identifiability,0.017287871121014934
v2.0.0,L,HC077,ses-01_ses-02,identifiability,0.02124198686995728
v2.0.0,L,HC079,ses-01_ses-02,identifiability,0.04075819249938874
v2.0.0,L,HC080,ses-01_ses-02,identifiability,0.013888899710187868
